,Main Title,Sub Title,Author,Publisher,Book Cover,Designation,ISBN,Publication Year,Language,Quantity,Subject Area,Status,Name,C/O Date,,Return Date
STS55,The Question Concerning Technology and Other Essays,,Martin Heidegger,Harper Collins,https://i.harperapps.com/covers/9780062290700/x510.jpg,STS,9780062290700,2013,en,1,Philosophy,Available,,,,
STS56,The Practice of Philosophy. A Handbook for Beginners,,Jay Rosenberg,Prentice Hall,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBwgHBgkIBwgKCgkLDRYPDQwMDRsUFRAWIB0iIiAdHx8kKDQsJCYxJx8fLT0tMTU3Ojo6Iys/RD84QzQ5OjcBCgoKDQwNGg8PGjclHyU3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3N//AABEIAKAAaAMBIgACEQEDEQH/xAAbAAABBQEBAAAAAAAAAAAAAAAEAAECAwUGB//EAEwQAAEDAwIBCAUHBgoLAAAAAAECAwQABRESITEGExQiQVFhkTJxgaGxFSNSU2LB0TNCVZKUsiRjcoKTotLh8PEHJkNFZHSDs8LD0//EABkBAAMBAQEAAAAAAAAAAAAAAAABAgMEBf/EACcRAAICAQMDAgcAAAAAAAAAAAABAhEDEiExE0FRBGEjMnGRwfDx/9oADAMBAAIRAxEAPwDlSBSpGl2V75kKnpqcUxkaekfXTYoLFTU+PXTYoGPT0wHrpUAKnpqegB6VIUqQBUDonOq6ccI09Xjxz4Ufmx8NWf16r5MOKb5Q29KcaXJDaFggEKSVDIINd026zP5b3Lk5OixnIDgUloBhKVMkIByCAD31z5MjizGrOGUqzBwbjSAdQ6+c7Y++oBdr0rzpzuG8a+OT/dVqJD0WzzIy1vJUt1sRzoVhSRr1YOMb5Hro2dIS8i4NNxnecfhsIaIZc1LUjm9W3AeirfHxp2OjPLln51OAkt432XnNM27aOtzgSRnbAX3n+731byjWqa90iOl1TCUpTktuAJIQkHOoYByDw+NHouS5t21RmpL8dphwJUwytTmpUcN9gJSNQ7u80W6sdGZzlo5w9QaCkadlcd8/dUEuWvm8KQnXqTnqq4bZ+/3VpCTBduEtC2XnVzyW1tpYPOMDTkdXByoLwerx0+JFDTFv6mWIq5kaQhhDZgBlwKKwBkgY/OI15O+9Ce46Kg5aNS9KcjHV6qtjUVO2vqFLQ08FHQrj/lmtF6VJRdI6ZSJ4Jt/MpadZcClOFkoJCSMnrb5oe4NynG2ENNz46lR0NCIqM4NakgBRTtggkau/NCY6B0u2oOqK2hzZ9Ec2rIqznbQNP8HPW4fNnerLutydykU6xDkysPFwxiy5q06s6VJOcbccbUQ9LMUuPPNzVxpE5p5pbzCkhnSolQBO2rHVwnbb1CnfA6MW4qjKdT0RsoTp3BTilVl7U87PcfcYdabeUVs84hadSCSQRq7N+zalWseBkuTp/wBYbZ/zbX74roeVF1+SuVl6ciNHprp5sPqXs0lSE5KU49LxJrnLG8xFvEOTJWpLTDyXVaUaidJBwB7KL5WTYt0vki4QluFuQQrQ42UqRhIHt4Vi43k34ox7GlcIyZfJXk/rnR44Sl/AfUrf5zswDwrXaJRy35NJDocAtjQ1oJwrqObjNcpc50aTYrTDZLvPww6HMowk61Z2OeytVm+29u/2a4DpJZgQ0MOpDI1KUkKGRvw63urNwlX3GmCsqUeQk8ajj5Tb7fsGo8oNdtt1kiRlqbbXDTLcKDjW4tR3OOOAAB3Uocy2iwy7XKcmJU7MS+hxqOFAADGCCoVKXOt1yt8eHJExhUHUiLIDIWXGic6Vp1DBB4YNUk091tf4Ks3Yz8SdEs0y6PcxIuUORAcldoWlQShZPftgnxrOlQZtnsN4XLUenolMwS6DuGQjUNJ7lDSPUMVmPzYU1luC4iWxDix+birDQWoLKwpalDI9LrDAO23jRi+UTcpcuHNjS1219hllJAHPIU0AEudxJIORmo0ST2/dxphHJZ5U6xTY0pRWIMiNIjKUclslwJUB4EdlHyZwavkqC87zi3uULbjDerPNBKyFK+znIGPXXPRZ0e3siLCTMcadktOyXlshKlJbVqShKcnt3JJ7qjIntOcrTd0syxHMwSSgtDWOtq08ce+m8eqTfb+Ds37JFio/0iuOoukdx0zJJ5hLToVkhzIyUads9/ZWRyTQm82yTyffd5sbS4zh35tSdlj2pJ8qjbbqxE5XrvRjTVxy+68lsNjX19Wx3xtq7+yhuTctqz3MyXo8x1nmXG0hDQ1HUnGTk4GM03B0/ogsBukzp852QlOhs4S0j6DYGEp9gAp6FUgt4BCgMbak4J9lKuqKpUFhdqktRJKnHydOnGwzvkUcq6MqQ+kPrHOej1T1D/lj25rDPDc0wUO8VDgnyYGyq4tnI6Q5g6xsCNlZ7u0dXHtp/lFoqGZDp+1pIPEY24cBWLkd4p8jvFLpQGkayLg0kFJkOnPA4PV4bj/H30yp7Z0EPu5TgHqnC8BW537cjh+FZO3eKVHSgVRtOXSOp0uBTmnIOgp2IAOQfcfZUGLiw2tWXHlgp0jI4bAd/gayNqbTvR04jUTVantpSkF10kJA3Rxwonv4EbVJVxZO4W8g5BTpSAB6W2M7jrVlAHuNLSr6J8qOnAKRpm4sEEJcfwU4wpOQDtuN9uFP8osc4VhTwysKxpG2PbvxPu7qzNCvonyNOG1n8xf6po6cB6UGXSY3NcQttKhpTjrUqDKFJ9JJHrGKVaKuwbG1yZccZVcnGHFtOphHS4hCVqSS42MpCticE8aPemX22uIRKvzklte+FRRHeQPs4SpKvh9oVn2VQaZuqynUEwSop1ac4cb2z2VuX3p14trDcGOhxSG9aUABxej6QUFHVkjjgHbevM9QrymWqjFjcqJzkpMdV3lFaVYLQ0MvK/mKThXhpNZjHLG+G8JaVeJio6ntGlSUpOCcZOBseHaaFvbN0hxENTY7iUOpPNpcORjtOk8BWXZmH3brFi7EBxKjxIABycd3A1Gmn5LT2PRVXW6jhc5f9JVS7vdx/vSZ/S1JaMUOtPhXYoQ8E2x1Xm8fpacPU+arN6vP6YuA9UhX41BYAqhQxVrHDwO2Xqvd67Lzcf2pf41Uq93v9NXL9rX+NVFNVKFNY4eEFlyr3ev01c/2xz8agbxelbC9XU+qc7/aocpo63qXHSp1kddW3OllSg2O3BHb7PKs8zx443pKse6vSpNls7k59997+EpK33FOK2dOASd6VNM61jtJyPSk8Bj/AGvdSrT07+GgY9twiHeFFBXiAo6BxV843tXOSLwG1KagFZYzqLM5CFaV+Hj4jBrq7OgFFySSAFQyOsMj8o32ZHxFRetMQuBbklLmDnSGdvVgqNc2VXNkI4HXLlPkqDkhxeN3Dzh8Nyc11HJxhFrQt11sKkrHZjCE91bweiNt6ExoyR/Ft6T8TWZPZjPjKHno6u9pY+B2ox44x3Y3b4NA3BpSd0qB7qyhcX1THAlOWQPSWjHW24e+q2mmm1jMxxzHYtA38sUWpmK62kJUUHtUnifOtai5JiSaKVTHT+cPKqTJd7VGrlwmgTiY5p7lJSaDkIiMlJE5ausAsLcQgAdv5p3q3kS7BpZd0lfbg+yn6QkndJFJ67cmYqBtIlOY4JXsfaMCsx7lXDB/gtlZT3F1wqIqX6iCHpZpc+3nifKiI9vXeEqaMta1N4LDaxrQkdudtQ7eArip91kzHdWUtJ7ENDSB5VXEmc0sh9JebVxBO49Wcjzrlz51PhFaWehSmC1YrU0XWndC5I1snKT872GnquO43I5L2d1nXoUqTp1gA/lO3G1Kuv07+GhMMtTa3G7khvTrVDITq4Z5xvGaFlcnb+6Tpm29lP2SrPvBrQs2wnn/AIQ/9xutJx5eOqQPZmsJ/OwjwcU7yRveetdI+/8AGK/ChneSlxaBLt2jJHeXFfhXWy47khJCpj7Y7S3pHxFZU3knGDCJUkTX2nDssvjBrKVR7jOaXAWwcDlDAJ7g8T91VkTOCb1CUO7n8fFNdPH5M2dTbi+huYaTqc1ukaR38eHjVyLBZ0AaYDRHeolXxNEblwxpHGrgXJ/hJae/kS0H76pTYbktaUoilSlHA0rSfvrvRbbY2erBjD/pCn5mMgKDTDbZIxlCACKrotjo88mWqTHeS0NMhak6tMcFZT6xiqk26etQSIUrJ72VD7q7hqztNSukplSA5nc6hk+HCiJUstpcDYcOB1wkEAA8CVA7b/Csp4XGN9wujhjY7oGudEF5TeQkrSNQB7jikiyXJfCG77cCtW63MJicwxIWSs5dAVkZ7we/2Vs2u5NyYbPOPtl8p6ydQzmjFj1bSCwq3R3Y3JKzsvo0OIXKCk5zj53NKtB3rWW3Hf8AKyf3xSrvwqoJES5LbYMN3DHHoav30VYXsJ4jGM09rZceRPaZQVuriKCEJ4qOpJwPKpG33E7C3y8b/misZNKbsUeCJVhnni248ELA5poHUvOdhjfPs9orNkpmKQEzkyWGBkoMpKsertPuou4W+7Px2ozdsmIAcLinUBlWTgDdLmeGOzFHyLfIdsnMItR6UjJSvQhtXq2UR7wK5Zq5CbZxs65tR7a+lmS5rcGhAS4QN+OUqwcYz2U/JWc47GcjOlR5rBQc56p7M+uh5vJflTOe1v2t0JT6KOkNcP16O5Ocl71Bffck21xAUAEDnmTnf+XV46jItGoV9hI796gVA9pUBxor5NuY2TbXPXzzI/8AOoG2XUnPycrPjJZ/t11a4+SgXf8AwKDuEZcpvDUlxhWMEoJGR41rfJN07YflIY+9ymVa7kPRt+/jLjf/AEoc4PliZxDvJ+YlXULSv52Kq+Q54OClsY7dYruHLZdj6Nv8psUf+2ofI92G/QgPVOi58y7UVj8gK2MuM8lbU26vWtLsnKs5z1waatBcd2PaILEhKUPBx9RQHkOFIKk4yUEjf101a4fkIfJRpB4jNPoH0R5VXMSS0kAZ+db/AHxUVIf6alwA81goIz3jOrzGKdmRdoT3DypaB3DyqqKyptx/UCE6/m8/RO5/rE+VJ5lS5bCwnKUIXnYHfq4+Bosdl2kdwptI7h5VYBuDis6NFkNwXmdBS4pII623ogY8OHvzTbHYbpHcPKlgccCqExiUyeottDyQAhOARtuR2Z/CoOMOqaiamwVIXlYSEgDqqHDOOJG34Ur9gsK0gUsUNLjvOPKcZIxpSgpUdljJz7Rsfd27O+wtU9l5AGlI3Jx4+3tov2HYRgeFLSPCqY7SkS5DhTgLIIVt9FI9fEGh2IjyIT7OEpcWjqkKwM6cYPlx8aLfgA8YxtTVGMlWXCWktpJGlIxngM5we+lVCsIcZQ4nSsZGc8cVAQmMfk/6xozTT6amzMC6Ex9X7zS6FH+r95o3TS007AC6FH+qTS6FH+qTRukUtNFsYF0KP9Umm6DH+pTR2mm0Ci2AGIUf6pPlS6FH+qR5UZppaaLAE6HH+pR5Uuhx/qW/KjAmloosAZthDeebQlOeOBxpUUE0qLA//9k=",STS,132308487,1996,en,1,Philosophy / Methodology / Reasoning,Available,,,,
STS57,Introduction to Logic,,Harry J. Gensler,Routledge,"https://images-na.ssl-images-amazon.com/images/I/51kkRrwNJoL._SX349_BO1,204,203,200_.jpg",STS,9781138910591,2016,en,1,Philosophy,Available,,,,
STS58,Here Comes Everybody,How change happens when people come together,Clay Shirky,Penguin UK,"https://images-na.ssl-images-amazon.com/images/I/51a113vWP8L._SX324_BO1,204,203,200_.jpg",STS,9780141030623,2019,en,1,Business & Economics,Available,,,,
STS59,Liquid Modernity,,Zygmunt Bauman,Polity Press,"https://images-na.ssl-images-amazon.com/images/I/41vc5C8zYnL._SX331_BO1,204,203,200_.jpg",STS,9780745624105,2012,en,1,Social Science,Available,,,,
STS60,Parallelwelten,We are now in a different world,Martin Recke,,,,,,,,Philosophy/Critique of Technology,Available,,,,
STS60.1,Parallelwelten,We are now in a different world,Martin Recke,,,,,,,,Philosophy/Critique of Technology,Available,,,,
STS61,Business Model Generation,,Alexander Osterwalder,John Wiley & Sons,https://m.media-amazon.com/images/I/51QusbI63IL._AC_UY436_FMwebp_QL65_.jpg,STS,9780470876411,2010,en,1,Innovation,Available,,,,
STS62,The Cyber Effect,A Pioneering Cyberpsychologist Explains How Human Behaviour Changes Online,Mary Aiken,Hachette UK,"https://images-na.ssl-images-amazon.com/images/I/41eiZGlyyCL._SX329_BO1,204,203,200_.jpg",STS,9781473610255,2016,en,1,Psychology,Available,,,,
STS63,The Psychology of the Internet,,Patricia Wallace,Cambridge University Press,"https://images-na.ssl-images-amazon.com/images/I/51T0xcWjwZL._SX328_BO1,204,203,200_.jpg",STS,9781104437326,2016,en,1,Psychology,Available,,,,
STS64,The Psychology of the Digital Age ,Humans Become Electric,John Suler,Cambridge University Press,"https://images-na.ssl-images-amazon.com/images/I/51lE8zgnN8L._SX331_BO1,204,203,200_.jpg",STS,9781107569942,2015,en,1,Psychology,Available,,,,
STS65,Cyberpsychology and the Brain,The Interaction of Neuroscience and Affective Computing,Thomas D. Parsons,Cambridge University Press,"https://images-na.ssl-images-amazon.com/images/I/51CStNVYY2L._SX329_BO1,204,203,200_.jpg",STS,9781107477575,2017,en,1,Psychology,Available,,,,
STS66,Applied Cyberpsychology,Practical applications of cyberpsycological theory and research,"Alison Attrill, Chris Fullwood",palagrave macmillan,https://m.media-amazon.com/images/I/61790Xu8mWL._AC_UY436_FMwebp_QL65_.jpg,STS,9781137517029,2016,en,1,Psychology,Available,,,,
STS67,Cyberpsychology and New Media,,Andrew Power,Routledge,"https://images-na.ssl-images-amazon.com/images/I/51xkqo8iAhL._SX331_BO1,204,203,200_.jpg",STS,9781848721661,2013,en,1,Psychology,Available,,,,
STS68,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",,Ashley Vance,HarperCollins,https://m.media-amazon.com/images/I/91G00NOgKYL._AC_UY436_FMwebp_QL65_.jpg,STS,9780062469670,2015,en,1,Biographies,Available,,,,
STS69,WTF?,What's the Future and Why It's Up to Us,Tim O'Reilly,Penguin random house,"https://images-na.ssl-images-amazon.com/images/I/51HtRSB-fSL._SX324_BO1,204,203,200_.jpg",STS,9781847941862,2017,en,1,IT and Society,Available,,,,
STS70,The Shallows,What the Internet is Doing to Our Brain,Nick Carr,W. W. Norton & Company,"https://images-na.ssl-images-amazon.com/images/I/51WE7KUmdpL._SX331_BO1,204,203,200_.jpg",STS,9780393339758,2011,en,1,IT and Society,Available,,,,
STS71,Vegetarian Dishes From around the World,,Rose Elliot,,,,,,,,Cooking,Available,,,,
STS72,The Emotion Machine,"Commonsense Thinking, Artificial Intelligence, and the Future of the Human Mind",Marvin Minsky,Simon & Schuster paperbacks,"https://images-na.ssl-images-amazon.com/images/I/51Sy-K4yt2L._SX331_BO1,204,203,200_.jpg",STS,9780743276641,2006,en,1,"Artificial Intelligence
",Available,,,,
STS73,Vita Activa,oder Vom tatigen Leben,Hannah Arendt,Piper Verlag,https://exlibris.azureedge.net/covers/9783/4922/3623/2/9783492236232xl.jpg,STS,9783492236232,2016,de,1,Philosophy,Available,,,,
STS74,Why Grow Up?,,Susan Neiman,Penguine random house,https://m.media-amazon.com/images/I/41lWbCRu0LL._AC_UL640_FMwebp_QL65_.jpg,STS,9780141982496,2016,en,1,Philosophy,Available,,,,
STS75,Moral Clarity,A Guide for Grown-Up Idealists,Susan Neiman,Princeton University Press,https://images.thenile.io/r1000/9780099526278.jpg,STS,9780099526278,2011,en,1,Philosophy,Available,,,,
STS76,The Technological Society,A penetrating analysis of our . technical civilization and of the effect of an increasingly standardized culture on the future of man,Jacques Ellul,Createspace Independent Publishing Platform,"https://images-na.ssl-images-amazon.com/images/I/41KlLfS09cL._SX291_BO1,204,203,200_.jpg",STS,9780394703909,1964,en,1,Sociology,Available,,,,
STS77,Life 3.0,Being a human in the age of Artifical intelligence,Max Tegmark,Penguin UK,"https://images-na.ssl-images-amazon.com/images/I/513%2BbvpaPEL._SX319_BO1,204,203,200_.jpg",STS,9780241237199,17,en,1,"Artificial Intelligence
",Available,,,,
STS78,Superintelligence,,Nick Bostrom,Oxford University Press (UK),"https://images-na.ssl-images-amazon.com/images/I/51pAJxXbIAL._SX327_BO1,204,203,200_.jpg",STS,9780198739838,2016,en,1,"Artificial Intelligence
",Available,,,,
STS79,Zero to One,,Peter Thiel,,,STS,,,,1,IT and Society,Available,,,,
STS79.1,Zero to One,,Peter Thiel,,,STS,,,,1,IT and Society,Available,,,,
STS80,The Master Switch,The Rise and Fall of Information Empires,Tim Wu,Vintage,"https://images-na.ssl-images-amazon.com/images/I/51KhPG%2BRhgL._SX316_BO1,204,203,200_.jpg",STS,9780307390998,2011,en,1,IT and Society,Missing,,,,
STS81,The Singularity is Near,When Humans Transcend Biology,Ray Kurzweil,Gerald Duckworth,"https://images-na.ssl-images-amazon.com/images/I/51XV6ZJRPDL._SX332_BO1,204,203,200_.jpg",STS,9780715635612,2006,en,1,"Artificial Intelligence
",Available,,,,
STS82,Eichmann in Jerusalem,A report on Banality of Evil,"Hannah Arendt, Gershom Scholem",Penguin Classics,"https://images-na.ssl-images-amazon.com/images/I/410cnlPnD7L._SX325_BO1,204,203,200_.jpg",STS,9780143039884,2006,en,1,History,Available,,,,
STS83,--complete works--,,Wittgenstein,,,,,,,1,Philosophy,Missing,,,,
STS84,Lean In,"Women, Work, and the will to lead",Cheryl Sandberg,WH Allen,"https://images-na.ssl-images-amazon.com/images/I/41BsO3sk0ML._SX314_BO1,204,203,200_.jpg",STS,9780753541647,2015,en,1,IT and Society,Available,,,,
STS85,Startup Communities,Building an Entrepreneurial Ecosystem in your city,Brad Feld,,,,,,,,Build Startup,Available,,,,
STS86,Parallel Welten,We are now in a different world,Martin Recke,,,,,,,,Philosophy & Critique of Technology,Missing,,,,
STS87,Vision of the Future,"The distant past, yesterday, today, and tomorrow",Robert Heilbroner,,,,,,,,Economics/History,Available,,,,
STS88,A Natural History of Human Morality,,Michael Tomasello,Harvard University Press,"https://images-na.ssl-images-amazon.com/images/I/31fEDcXdEQL._SX327_BO1,204,203,200_.jpg",STS,9780674986824,2016,en,1,Psychology,Available,,,,
STS89,Capitalist Realism,Is there no alternative?,Mark Fisher,,,,,,,,Philosophy,Rented,Soyoon Choi,29-Feb-2020,,10-Jul-2020
STS90,"Nudge: Improving Decisions About Health, Wealth, and Happiness",,"Richard Thaler,Cass Sunstein",Yale University Press,"https://images-na.ssl-images-amazon.com/images/I/41kozI-eXBL._SX332_BO1,204,203,200_.jpg",STS,9780300122237,2008,en,1,Psychology,Available,,,,
STS91,The Reflective Practitioner,How Professionals Think in Action,Donald A. Schön,Basic Books,"https://images-na.ssl-images-amazon.com/images/I/41trpUuHRiL._SX338_BO1,204,203,200_.jpg",STS,9780465068784,1984,en,1,Psychology,Available,,,,
STS91.1,The Reflective Practitioner,How Professionals Think in Action,Donald A. Schön,Basic Books,"https://images-na.ssl-images-amazon.com/images/I/41trpUuHRiL._SX338_BO1,204,203,200_.jpg",STS,9780465068784,1984,en,1,Psychology,Available,,,,
STS92,Thinking in systems,a primer, Donella H. Meadows,,,STS,,,,1,systems thinking,Available,,,,
STS93,Forschen lernen,Tipps zum wissenschaftlichen Arbeiten,Martin Gertler,Books on Demand,https://images-na.ssl-images-amazon.com/images/I/41KsQ1NNkjL.jpg,STS,9783738628494,2015,de,1,Library and Information Science,Available,,,,
STS94,Data and Goliath,The Hidden Battles to Collect Your Data and Control Your World,Bruce Schneier,W. W. Norton & Company,http://books.google.com/books/content?id=MwF-BAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,STS,9780393352177,2015,en,1,Security,Available,,,,
STS95,The Attention Merchants,The epic Scramble to get inside our heads,Tim Wu,,,STS,,,,1,History/Economics,Available,,,,
STS96,Jetzt Neu,Wie wir eine kreative(re) Gesellschaft werden,Thomas Ramge,epubli GmbH,"https://images-na.ssl-images-amazon.com/images/I/41HIHChv9QL._SX328_BO1,204,203,200_.jpg",STS,97839814024070,2010,de,1,Economics,Available,,,,
STS97,"Hind Swaraj, or, Indian Home Rule. With the Latest Foreword by the Author",,"Mahatma Gandhi, Anthony J. Parel",Creative Media Partners,"https://images-na.ssl-images-amazon.com/images/I/4136qq%2BnopL._SX331_BO1,204,203,200_.jpg",STS,9781376153507,2018,en,1,History,Available,,,,
STS98,Modern Social Imaginaries,,Charles Taylor,,,,,,,,Philosophy/Social Theory,Available,,,,
STS99,Excommunication,Three Inquiries in Media and Mediation,"Alexander R. Galloway, Eugene Thacker, McKenzie Wark",University of Chicago Press,http://books.google.com/books/content?id=9X_GAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,STS,9780226925226,2014,en,1,Communication,Available,,,,
STS100,On certainty,,Ludwig Wittgenstein,,,STS,,,,1,Philosophy,Available,,,,
STS101,Homo Ludens,A Study of the Play-Element in Culture,Johan Huizinga,Roy Publishers,https://images-na.ssl-images-amazon.com/images/I/81ppLHjddVL.jpg,STS,9781614277064,2014,en,1,History,Available,,,,
STS102,Addiction by Design,Machine Gambling in Las Vegas,Natasha Dow Schüll,Princeton University Press,https://m.media-amazon.com/images/I/41fvoWQfwfL._AC_UL872_FMwebp_QL65_.jpg,STS,9780691160887,2012,en,1,Health,Available,,,,
STS103,Building the Intentional University,Minerva and the Future of Higher Education,"Stephen M. Kosslyn, Ben Nelson, Bob Kerrey",MIT Press,http://books.google.com/books/content?id=CLQ5DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,STS,9780262037150,2017,en,1,Education,Available,,,,
STS104,Ethics for the Information Age,,Michael J. Quinn,,,,,,,,Ethics,Available,,,,
STS105,Predictably Irrational,The Hidden Forces That Shape Our Decisions,Dan Ariely,Harper Collins,http://books.google.com/books/content?id=ro7X8HRyuEIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,STS,9780062018205,2009,en,1,Economics,Available,,,,
STS106,The Complete Privacy & Security Desk Reference,Volume I: Digital,"Michael Bazzell, Justin Carroll",Createspace Independent Publishing Platform,https://m.media-amazon.com/images/I/61KtWXgbFeL._AC_UL872_FMwebp_QL65_.jpg,STS,9781522778905,2016,en,1,Security,Available,,,,
STS107,The Complete Privacy & Security Desk Reference,Volume II: Digital,"Michael Bazzell, Justin Carroll",Createspace Independent Publishing Platform,https://m.media-amazon.com/images/I/51fv1NFXKCL._AC_UL872_FMwebp_QL65_.jpg,STS,9781720869337,2016,en,1,Security,Available,,,,
STS108,The Known Citizen,A History of Privacy in Modern America,Sarah E. Igo,Harvard University Press,http://books.google.com/books/content?id=CrNyDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,STS,9780674737501,2018,en,1,History,Available,,,,
STS109,Ten Arguments For Deleting Your Social Media Accounts Right Now,,Jaron Lanier,Penguin Random House,http://books.google.com/books/content?id=rmlFDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,STS,9781847925398,2018,en,1,Self-Help,Available,,,,
STS110,Sister Outsider,,Audre Lorde,,,,,,,,Women's Studies,Available,,,,
STS111,Sapiens,A Brief History of Humankind,Yuval Noah Harari,Penguine Random House UK,https://m.media-amazon.com/images/I/61THqsHISiL._AC_UY436_FMwebp_QL65_.jpg,STS,9780099590088,2011,en,1,History,Available,,,,
STS112,Homo Deus - A Brief History of Tomorrow,,Yuval Noah Harari,Random House,http://books.google.com/books/content?id=dWYyCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,STS,9781473545373,2016,en,1,Social Science,Available,,,,
STS113,21 Lessons for the 21st Century,,Yuval Noah Harari,Random House,http://books.google.com/books/content?id=ar44DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,STS,9781787330870,2018,en,1,History,Available,,,,
STS114,How to Write a Thesis,,"Umberto Eco, Caterina Mongiat Farina, Geoff Farina, Francesco Erspamer",MIT Press,http://books.google.com/books/content?id=u3j3BgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,STS,9780262527132,2015,en,1,Education,Available,,,,
STS115,Understanding Privacy,,Daniel J. Solove,Harvard University Press,http://books.google.com/books/content?id=XU5-AAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,STS,9780674035072,2008,en,1,Law,Available,,,,
STS116,Flow - the psychology of optimal experience,,Mihaly Csikszentmihalyi,Harper Perennial,https://m.media-amazon.com/images/I/61pyXLUkB4L._AC_UL872_FMwebp_QL65_.jpg,STS,9780061339202,2008,en,1,Motivation,Available,,,,
STS117,We should all be Feminists,,Chimamanda Ngozi Adichie,,,,,,,,Women's Studies,Available,,,,
STS118,Privacy’s Blueprint,The Battle to Control the Design of New Technologies,Woodrow Hartzog,Harvard University Press,"https://images-na.ssl-images-amazon.com/images/I/51hP6UPkeKL._SX329_BO1,204,203,200_.jpg",STS,9780674976009,2018,en,1,Computers,Available,,,,
STS119,Normal People,,Sally Rooney,,,,,,,,Novel,Available,,,,
STS120,Cybernetics,Or Control and Communication in the Animal and the Machine,Norbert Wiener,MIT Press,https://m.media-amazon.com/images/I/61URclbgzTL._AC_UL872_FMwebp_QL65_.jpg,STS,9781614275022,2013,en,1,Computers,Available,,,,
STS121,Great Principles of Computing,,"Peter J. Denning, Craig H. Martell, Vint Cerf",MIT Press,http://books.google.com/books/content?id=AjFkBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,STS,9780262527125,2015,en,1,Computers,Available,,,,
STS122,Co-Active Coaching,The Proven Framework for Transformative Conversations at Work and in Life,"Henry Kimsey-House, Karen Kimsey-House, Phillip Sandahl, Laura Whitworth",Nicholas Brealey Publishing,http://books.google.com/books/content?id=7z1QDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,STS,9781473674981,2018,en,1,Management,Available,,,,
STS123,Coaching for Performance,The Principles and Practice of Coaching and Leadership,John Whitmore,Nicholas Brealey Publishing,http://books.google.com/books/content?id=Mf98DAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,STS,9781857884098,2017,en,1,Management,Available,,,,
STS124,The Handbook of Science and Technology Studies,,"Ulrike Felt, Rayvon Fouché, Clark A. Miller, Laurel Smith-Doerr",MIT Press,http://books.google.com/books/content?id=FfG7DQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,STS,9780262035682,2017,en,1,Science,Available,,,,
STS125,Philosophy of Technology,The technological contidion an anthology,Robert C. Scharff & Val Dusek,,,,,,,,Philosophy/Technology,Available,,,,
STS126,Locating Publics,Forms of Social Order in an Electronic Music Scene,Florian Grote,Springer Science & Business Media,http://books.google.com/books/content?id=mN24BAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,STS,9783658054069,2014,en,1,Social Science,Available,,,,
STS127,Living a Feminist Life,,Sara Ahmed,Econ,"https://images-na.ssl-images-amazon.com/images/I/512cHM8cxRL._SX376_BO1,204,203,200_.jpg",STS,9783430202107,2016,de,1,Women's Studies,Available,,,,
STS128,The master's tools will never dismantle the master's house,,Audre Lorde,TASCHEN,"https://images-na.ssl-images-amazon.com/images/I/51IUPATeLBL._SX348_BO1,204,203,200_.jpg",STS,9783836548830,2018,en,1,Women's Studies,Available,,,,
STS129,Camera - A History of Photography from Daguerreotype to Digital,,Todd Gustavson,Sterling Signature,http://books.google.com/books/content?id=PAUErgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,STS,9781492756566,2009,en,1,Photography,Available,,,,
STS130,Würde,Was uns stark macht - als Einzelne und als Gesellschaft,Gerald Hünter,Verlagsgruppe Random House,https://m.media-amazon.com/images/I/41eEyy5txmL._AC_UL872_FMwebp_QL65_.jpg,STS,9783813507836,2018,de,1,History,Available,,,,
STS131,Hontology,Depressive Anthropology and the Shame of Life,Mark Payne,,,,,,,,Philosophy critics,Available,,,,
STS132,Die Sechs Freiheitsgrade,,Nicolas Dickner,Frankfurter Verlagsanstalt,https://m.media-amazon.com/images/I/61KkZRVEugL._AC_UL872_FMwebp_QL65_.jpg,STS,9783627002398,2017,de,1,Literature,Available,,,,
